Lead City,Sales Date,Sales Week,Leads Created,Leads accepted,Qualify_Confirm_Lead,Select_Partner,Install_Request,Installed
City 3,9/9/22,5/9/22,85,80,50,36,38,43
City 3,10/9/22,5/9/22,8,8,8,7,8,7
City 3,10/9/22,5/9/22,197,169,109,88,85,79
City 3,10/9/22,5/9/22,106,108,79,68,61,48
City 3,11/9/22,5/9/22,14,13,10,9,8,7
City 3,11/9/22,5/9/22,182,177,99,79,74,80
City 3,11/9/22,5/9/22,108,92,79,64,59,58
City 3,12/9/22,12/9/22,14,12,12,12,13,10
City 3,12/9/22,12/9/22,162,161,99,81,75,62
City 3,12/9/22,12/9/22,103,100,65,43,38,33
City 3,13-09-2022,12/9/22,11,11,10,10,10,12
City 3,13-09-2022,12/9/22,160,149,106,71,68,62
City 3,13-09-2022,12/9/22,131,115,96,77,52,40
City 3,14-09-2022,12/9/22,17,14,9,7,8,9
City 3,14-09-2022,12/9/22,206,189,108,83,82,64
City 3,14-09-2022,12/9/22,75,60,50,38,42,48
City 3,15-09-2022,12/9/22,12,12,11,10,11,12
City 3,15-09-2022,12/9/22,169,151,91,69,58,60
City 3,15-09-2022,12/9/22,76,75,59,36,39,40
City 3,16-09-2022,12/9/22,13,12,12,11,9,7
City 3,16-09-2022,12/9/22,155,177,84,67,61,59
City 3,16-09-2022,12/9/22,83,82,49,42,43,21
City 3,17-09-2022,12/9/22,12,10,9,8,7,9
City 3,17-09-2022,12/9/22,180,163,106,79,80,64
City 3,17-09-2022,12/9/22,103,83,66,51,47,50
City 3,18-09-2022,12/9/22,14,13,13,10,9,12
City 3,18-09-2022,12/9/22,182,166,103,84,82,79
City 3,18-09-2022,12/9/22,105,98,72,62,60,61
City 3,19-09-2022,19-09-2022,13,12,13,11,10,8
City 3,19-09-2022,19-09-2022,156,148,96,73,67,58
City 3,19-09-2022,19-09-2022,99,94,62,44,39,35
City 3,20-09-2022,19-09-2022,12,12,10,8,8,8
City 3,20-09-2022,19-09-2022,134,131,92,69,63,69
City 3,20-09-2022,19-09-2022,82,80,62,45,43,30
City 3,21-09-2022,19-09-2022,4,4,3,4,6,3
City 3,21-09-2022,19-09-2022,121,133,70,51,49,45
City 3,21-09-2022,19-09-2022,55,66,43,43,38,35
City 3,22-09-2022,19-09-2022,5,5,6,4,3,2
City 3,22-09-2022,19-09-2022,166,148,87,52,47,35
City 3,22-09-2022,19-09-2022,106,95,53,35,31,7
City 3,23-09-2022,19-09-2022,5,4,3,3,4,4
City 3,23-09-2022,19-09-2022,147,141,76,58,53,31
City 3,23-09-2022,19-09-2022,92,90,52,35,29,17
City 3,24-09-2022,19-09-2022,12,10,7,7,7,6
City 3,24-09-2022,19-09-2022,181,155,97,67,56,44
City 3,24-09-2022,19-09-2022,110,118,78,53,52,13
City 3,25-09-2022,19-09-2022,16,15,13,13,10,10
City 3,25-09-2022,19-09-2022,236,236,146,106,106,94
City 3,25-09-2022,19-09-2022,139,107,82,61,49,77
City 3,26-09-2022,26-09-2022,10,9,10,10,9,7
City 3,26-09-2022,26-09-2022,185,150,107,70,67,69
City 3,26-09-2022,26-09-2022,114,97,74,51,51,50
City 3,27-09-2022,26-09-2022,17,16,15,14,14,9
City 3,27-09-2022,26-09-2022,195,177,111,81,73,62
City 3,27-09-2022,26-09-2022,135,120,84,53,40,36
City 3,28-09-2022,26-09-2022,11,10,9,8,7,10
City 3,28-09-2022,26-09-2022,185,196,118,85,75,69
City 3,28-09-2022,26-09-2022,121,127,83,58,57,47
City 3,29-09-2022,26-09-2022,12,10,9,9,9,9
City 3,29-09-2022,26-09-2022,196,170,117,84,75,74
City 3,29-09-2022,26-09-2022,136,109,79,66,57,51
City 3,30-09-2022,26-09-2022,19,18,13,11,12,8
City 3,30-09-2022,26-09-2022,182,160,113,83,79,70
City 3,30-09-2022,26-09-2022,138,120,90,59,51,50
City 3,1/10/22,26-09-2022,8,8,7,6,6,8
City 3,1/10/22,26-09-2022,236,220,148,111,97,75
City 3,1/10/22,26-09-2022,188,186,114,73,69,58
City 3,2/10/22,26-09-2022,20,17,17,17,13,11
City 3,2/10/22,26-09-2022,249,216,155,122,115,109
City 3,2/10/22,26-09-2022,191,146,110,83,69,72
City 3,3/10/22,3/10/22,10,10,9,7,5,6
City 3,3/10/22,3/10/22,200,172,142,106,90,78
City 3,3/10/22,3/10/22,135,125,97,59,54,36
City 3,4/10/22,3/10/22,6,7,5,6,6,4
City 3,4/10/22,3/10/22,166,179,103,73,70,68
City 3,4/10/22,3/10/22,149,142,94,67,56,46
City 3,5/10/22,3/10/22,12,11,10,10,9,8
City 3,5/10/22,3/10/22,173,140,102,80,80,84
City 3,5/10/22,3/10/22,152,130,100,61,52,51
City 3,6/10/22,3/10/22,9,9,10,10,11,12
City 3,6/10/22,3/10/22,195,172,112,86,80,68
City 3,6/10/22,3/10/22,152,126,98,66,60,51
City 3,7/10/22,3/10/22,14,13,12,12,11,8
City 3,7/10/22,3/10/22,148,171,93,66,57,54
City 3,7/10/22,3/10/22,138,138,80,60,55,49
City 3,8/10/22,3/10/22,15,14,12,11,10,3
City 3,8/10/22,3/10/22,155,140,95,59,67,22
City 3,8/10/22,3/10/22,141,134,87,41,38,9
City 3,9/10/22,3/10/22,8,7,7,7,4,1
City 3,9/10/22,3/10/22,209,205,135,82,65,52
City 3,9/10/22,3/10/22,143,141,93,53,48,68
City 3,10/10/22,10/10/22,12,12,12,13,14,14
City 3,10/10/22,10/10/22,155,151,97,70,74,82
City 3,10/10/22,10/10/22,112,106,65,38,37,33
City 3,11/10/22,10/10/22,9,8,6,6,8,11
City 3,11/10/22,10/10/22,176,207,109,72,64,63
City 3,11/10/22,10/10/22,102,140,62,44,40,47
City 3,12/10/22,10/10/22,13,12,12,12,11,13
City 3,12/10/22,10/10/22,164,160,93,68,68,80
City 3,12/10/22,10/10/22,108,107,86,57,51,48
City 3,13-10-2022,10/10/22,6,6,5,4,3,5
City 3,13-10-2022,10/10/22,181,180,115,88,68,60
City 3,13-10-2022,10/10/22,89,109,72,50,47,41
City 3,14-10-2022,10/10/22,12,8,7,6,7,6
City 3,14-10-2022,10/10/22,166,167,92,63,67,56
City 3,14-10-2022,10/10/22,105,113,77,57,49,41
City 3,15-10-2022,10/10/22,9,8,7,7,8,5
City 3,15-10-2022,10/10/22,199,225,115,75,70,63
City 3,15-10-2022,10/10/22,111,141,69,39,37,41
City 3,16-10-2022,10/10/22,15,13,10,9,8,13
City 3,16-10-2022,10/10/22,253,238,117,91,85,96
City 3,16-10-2022,10/10/22,129,124,80,59,50,43
City 3,17-10-2022,17-10-2022,9,9,7,7,7,7
City 3,17-10-2022,17-10-2022,189,171,115,70,64,60
City 3,17-10-2022,17-10-2022,98,104,70,39,33,36
City 3,18-10-2022,17-10-2022,11,9,9,9,8,10
City 3,18-10-2022,17-10-2022,158,172,97,66,63,56
City 3,18-10-2022,17-10-2022,112,106,59,40,35,37
City 3,19-10-2022,17-10-2022,8,8,7,7,8,5
City 3,19-10-2022,17-10-2022,127,141,75,48,44,42
City 3,19-10-2022,17-10-2022,79,91,54,37,37,35
City 3,20-10-2022,17-10-2022,9,8,7,7,6,6
City 3,20-10-2022,17-10-2022,142,132,84,51,45,49
City 3,20-10-2022,17-10-2022,106,94,77,51,46,34
City 3,21-10-2022,17-10-2022,8,10,6,6,7,3
City 3,21-10-2022,17-10-2022,171,182,85,57,53,44
City 3,21-10-2022,17-10-2022,105,108,62,38,36,29
City 3,22-10-2022,17-10-2022,15,14,13,12,11,10
City 3,22-10-2022,17-10-2022,158,163,113,69,61,57
City 3,22-10-2022,17-10-2022,60,75,57,41,39,32
City 3,23-10-2022,17-10-2022,9,9,9,7,6,9
City 3,23-10-2022,17-10-2022,117,104,77,55,52,45
City 3,23-10-2022,17-10-2022,49,50,38,26,26,29
City 3,24-10-2022,24-10-2022,0,0,0,0,0,1
City 3,24-10-2022,24-10-2022,64,44,35,19,17,12
City 3,24-10-2022,24-10-2022,23,20,13,9,6,6
City 3,25-10-2022,24-10-2022,3,3,3,4,4,1
City 3,25-10-2022,24-10-2022,124,118,72,49,45,25
City 3,25-10-2022,24-10-2022,77,88,46,20,20,14
City 3,26-10-2022,24-10-2022,5,3,3,2,2,4
City 3,26-10-2022,24-10-2022,157,156,93,65,69,49
City 3,26-10-2022,24-10-2022,87,64,53,26,21,23
City 3,27-10-2022,24-10-2022,3,4,4,3,3,2
City 3,27-10-2022,24-10-2022,167,133,82,46,40,41
City 3,27-10-2022,24-10-2022,109,94,72,49,43,31
City 3,28-10-2022,24-10-2022,14,9,8,9,6,7
City 3,28-10-2022,24-10-2022,214,172,120,73,66,65
City 3,28-10-2022,24-10-2022,126,94,76,41,35,36
City 3,29-10-2022,24-10-2022,8,9,9,8,9,7
City 3,29-10-2022,24-10-2022,183,170,98,76,75,66
City 3,29-10-2022,24-10-2022,111,100,79,43,44,44
City 3,30-10-2022,24-10-2022,11,12,11,9,8,8
City 3,30-10-2022,24-10-2022,179,160,117,72,68,76
City 3,30-10-2022,24-10-2022,169,157,111,69,62,50
City 3,31-10-2022,31-10-2022,7,7,6,6,4,4
City 3,31-10-2022,31-10-2022,146,164,93,61,59,49
City 3,31-10-2022,31-10-2022,119,132,88,53,42,43
City 3,1/11/22,31-10-2022,6,6,6,6,7,6
City 3,1/11/22,31-10-2022,175,139,82,60,55,50
City 3,1/11/22,31-10-2022,148,117,87,63,55,40
City 3,2/11/22,31-10-2022,13,11,11,11,11,9
City 3,2/11/22,31-10-2022,165,167,102,61,57,56
City 3,2/11/22,31-10-2022,135,133,79,46,43,41
City 3,3/11/22,31-10-2022,11,10,9,8,9,12
City 3,3/11/22,31-10-2022,163,178,106,77,70,59
City 3,3/11/22,31-10-2022,133,115,85,52,51,55
City 3,4/11/22,31-10-2022,4,3,3,3,2,3
City 3,4/11/22,31-10-2022,148,147,81,51,50,49
City 3,4/11/22,31-10-2022,124,146,89,47,41,33
City 3,5/11/22,31-10-2022,13,12,10,7,7,6
City 3,5/11/22,31-10-2022,162,149,89,67,63,53
City 3,5/11/22,31-10-2022,131,102,84,56,50,42
City 3,6/11/22,31-10-2022,16,16,16,16,13,9
City 3,6/11/22,31-10-2022,188,167,115,79,76,69
City 3,6/11/22,31-10-2022,154,128,91,66,51,52
City 3,7/11/22,7/11/22,8,8,6,6,6,8
City 3,7/11/22,7/11/22,151,136,90,62,61,52
City 3,7/11/22,7/11/22,121,108,77,45,39,37
City 3,8/11/22,7/11/22,14,14,13,13,14,8
City 3,8/11/22,7/11/22,187,171,108,86,74,74
City 3,8/11/22,7/11/22,153,131,80,53,45,42
City 3,9/11/22,7/11/22,17,15,12,12,11,8
City 3,9/11/22,7/11/22,152,136,98,70,70,51
City 3,9/11/22,7/11/22,129,113,82,53,46,46
City 3,10/11/22,7/11/22,7,7,7,7,7,10
City 3,10/11/22,7/11/22,177,156,89,60,55,62
City 3,10/11/22,7/11/22,109,99,82,45,41,40
City 3,11/11/22,7/11/22,12,9,9,9,7,8
City 3,11/11/22,7/11/22,172,147,93,68,64,47
City 3,11/11/22,7/11/22,126,118,72,58,53,40
City 3,12/11/22,7/11/22,11,9,8,8,11,9
City 3,12/11/22,7/11/22,207,195,94,62,59,66
City 3,12/11/22,7/11/22,121,125,94,62,51,54
City 3,13-11-2022,7/11/22,11,11,9,8,7,6
City 3,13-11-2022,7/11/22,256,221,118,86,81,69
City 3,13-11-2022,7/11/22,154,160,103,57,49,51
City 3,14-11-2022,14-11-2022,9,9,8,8,5,5
City 3,14-11-2022,14-11-2022,194,154,110,66,64,54
City 3,14-11-2022,14-11-2022,115,110,66,48,43,35
City 3,15-11-2022,14-11-2022,12,11,9,9,11,5
City 3,15-11-2022,14-11-2022,225,208,109,72,69,57
City 3,15-11-2022,14-11-2022,116,106,79,53,47,38
City 3,16-11-2022,14-11-2022,14,14,10,8,8,10
City 3,16-11-2022,14-11-2022,206,199,86,61,56,52
City 3,16-11-2022,14-11-2022,123,120,71,50,47,45
City 3,17-11-2022,14-11-2022,8,7,7,5,5,8
City 3,17-11-2022,14-11-2022,204,200,93,62,58,62
City 3,17-11-2022,14-11-2022,103,95,55,32,29,30
City 3,18-11-2022,14-11-2022,10,8,6,6,6,6
City 3,18-11-2022,14-11-2022,267,257,92,58,53,37
City 3,18-11-2022,14-11-2022,97,117,68,52,40,36
City 3,19-11-2022,14-11-2022,14,14,13,12,12,8
City 3,19-11-2022,14-11-2022,216,222,107,72,68,59
City 3,19-11-2022,14-11-2022,109,114,66,47,39,34
City 3,20-11-2022,14-11-2022,13,13,12,11,11,11
City 3,20-11-2022,14-11-2022,234,235,103,73,66,76
City 3,20-11-2022,14-11-2022,138,130,86,47,44,41
City 3,21-11-2022,21-11-2022,15,14,12,10,6,5
City 3,21-11-2022,21-11-2022,174,157,82,51,49,39
City 3,21-11-2022,21-11-2022,90,94,54,35,30,24
City 3,22-11-2022,21-11-2022,20,19,13,12,12,10
City 3,22-11-2022,21-11-2022,199,186,92,63,60,61
City 3,22-11-2022,21-11-2022,111,107,68,44,38,38
City 3,23-11-2022,21-11-2022,32,31,8,6,7,7
City 3,23-11-2022,21-11-2022,206,206,108,67,64,52
City 3,23-11-2022,21-11-2022,93,92,58,41,33,31
City 3,24-11-2022,21-11-2022,35,32,16,15,15,9
City 3,24-11-2022,21-11-2022,169,164,91,60,52,59
City 3,24-11-2022,21-11-2022,96,96,53,39,27,28
City 3,25-11-2022,21-11-2022,17,15,6,6,6,14
City 3,25-11-2022,21-11-2022,167,145,92,69,55,50
City 3,25-11-2022,21-11-2022,117,126,59,30,26,28
City 3,26-11-2022,21-11-2022,17,15,8,8,7,6
City 3,26-11-2022,21-11-2022,154,155,89,62,54,45
City 3,26-11-2022,21-11-2022,115,105,65,54,47,37
City 3,27-11-2022,21-11-2022,18,17,11,11,8,7
City 3,27-11-2022,21-11-2022,223,202,105,90,79,68
City 3,27-11-2022,21-11-2022,129,105,75,55,49,44
City 3,28-11-2022,28-11-2022,27,25,11,9,8,4
City 3,28-11-2022,28-11-2022,134,139,76,47,40,39
City 3,28-11-2022,28-11-2022,106,118,75,37,34,34
City 3,29-11-2022,28-11-2022,14,14,13,10,9,6
City 3,29-11-2022,28-11-2022,158,159,90,54,52,41
City 3,29-11-2022,28-11-2022,132,140,68,49,43,34
City 3,30-11-2022,28-11-2022,20,19,13,12,10,8
City 3,30-11-2022,28-11-2022,212,212,105,74,63,49
City 3,30-11-2022,28-11-2022,110,108,70,58,50,40
City 3,1/12/22,28-11-2022,15,15,11,11,8,9
City 3,1/12/22,28-11-2022,208,187,120,98,83,66
City 3,1/12/22,28-11-2022,136,120,94,63,51,45
City 3,2/12/22,28-11-2022,15,15,15,14,16,13
City 3,2/12/22,28-11-2022,147,143,86,63,56,59
City 3,2/12/22,28-11-2022,123,104,84,53,48,42
City 3,3/12/22,28-11-2022,27,26,23,23,20,17
City 3,3/12/22,28-11-2022,183,169,102,78,72,67
City 3,3/12/22,28-11-2022,109,106,80,53,53,51
City 3,4/12/22,28-11-2022,29,25,23,19,20,24
City 3,4/12/22,28-11-2022,348,312,118,92,80,73
City 3,4/12/22,28-11-2022,128,108,83,63,57,57
City 3,5/12/22,5/12/22,12,13,11,11,10,5
City 3,5/12/22,5/12/22,157,144,84,57,55,55
City 3,5/12/22,5/12/22,136,125,75,51,48,42
City 3,6/12/22,5/12/22,16,16,12,11,12,13
City 3,6/12/22,5/12/22,152,142,104,72,61,55
City 3,6/12/22,5/12/22,132,119,96,65,55,47
City 3,7/12/22,5/12/22,10,9,10,9,8,9
City 3,7/12/22,5/12/22,181,168,95,69,68,59
City 3,7/12/22,5/12/22,104,100,66,52,49,49
City 3,8/12/22,5/12/22,15,14,14,12,11,9
City 3,8/12/22,5/12/22,129,126,90,66,63,58
City 3,8/12/22,5/12/22,103,115,70,51,46,36
City 3,9/12/22,5/12/22,12,12,12,9,9,9
City 3,9/12/22,5/12/22,184,170,106,80,70,63
City 3,9/12/22,5/12/22,91,95,70,52,46,40
City 3,10/12/22,5/12/22,16,16,14,13,12,13
City 3,10/12/22,5/12/22,195,190,118,93,84,69
City 3,10/12/22,5/12/22,99,91,68,49,41,40
City 3,11/12/22,5/12/22,16,15,14,11,12,10
City 3,11/12/22,5/12/22,304,279,110,83,81,80
City 3,11/12/22,5/12/22,121,103,74,53,54,58
City 3,12/12/22,12/12/22,13,11,10,11,11,10
City 3,12/12/22,12/12/22,154,141,80,60,52,42
City 3,12/12/22,12/12/22,103,97,58,44,40,33
City 3,13-12-2022,12/12/22,17,16,15,14,10,9
City 3,13-12-2022,12/12/22,168,175,113,87,79,59
City 3,13-12-2022,12/12/22,111,109,68,51,43,37
City 3,14-12-2022,12/12/22,13,12,12,5,5,3
City 3,14-12-2022,12/12/22,213,218,126,80,69,66
City 3,14-12-2022,12/12/22,80,99,67,47,41,40
City 3,15-12-2022,12/12/22,23,20,18,19,11,12
City 3,15-12-2022,12/12/22,166,159,93,77,72,68
City 3,15-12-2022,12/12/22,76,94,54,43,42,41
City 3,16-12-2022,12/12/22,28,25,24,21,12,14
City 3,16-12-2022,12/12/22,132,143,90,69,64,61
City 3,16-12-2022,12/12/22,84,75,59,34,31,29
City 3,17-12-2022,12/12/22,23,19,18,17,14,11
City 3,17-12-2022,12/12/22,170,172,100,69,61,59
City 3,17-12-2022,12/12/22,80,88,67,50,48,41
City 3,18-12-2022,12/12/22,24,19,16,16,16,15
City 3,18-12-2022,12/12/22,234,216,118,100,91,97
City 3,18-12-2022,12/12/22,109,108,86,62,55,51
City 3,19-12-2022,19-12-2022,10,9,8,5,4,4
City 3,19-12-2022,19-12-2022,173,160,107,85,60,56
City 3,19-12-2022,19-12-2022,76,75,65,47,44,43
City 3,20-12-2022,19-12-2022,13,12,13,10,12,6
City 3,20-12-2022,19-12-2022,132,114,82,60,60,45
City 3,20-12-2022,19-12-2022,74,60,53,40,36,32
City 3,21-12-2022,19-12-2022,21,18,14,12,10,11
City 3,21-12-2022,19-12-2022,143,138,80,53,46,54
City 3,21-12-2022,19-12-2022,75,67,57,42,39,39
City 3,22-12-2022,19-12-2022,16,19,16,13,14,14
City 3,22-12-2022,19-12-2022,137,138,93,60,57,50
City 3,22-12-2022,19-12-2022,85,81,65,44,43,38
City 3,23-12-2022,19-12-2022,13,11,9,10,9,8
City 3,23-12-2022,19-12-2022,202,179,96,83,67,56
City 3,23-12-2022,19-12-2022,65,59,47,39,34,32
City 3,24-12-2022,19-12-2022,14,14,12,9,9,7
City 3,24-12-2022,19-12-2022,171,175,109,74,69,74
City 3,24-12-2022,19-12-2022,76,72,58,45,40,38
City 3,25-12-2022,19-12-2022,22,19,15,15,13,11
City 3,25-12-2022,19-12-2022,149,145,95,76,72,61
City 3,25-12-2022,19-12-2022,82,88,74,62,57,54
City 3,26-12-2022,26-12-2022,15,13,12,8,8,7
City 3,26-12-2022,26-12-2022,122,109,86,57,50,48
City 3,26-12-2022,26-12-2022,79,71,62,44,39,33
City 3,27-12-2022,26-12-2022,8,9,8,9,9,10
City 3,27-12-2022,26-12-2022,138,133,92,68,66,57
City 3,27-12-2022,26-12-2022,71,67,54,43,39,37
City 3,28-12-2022,26-12-2022,18,18,16,10,10,8
City 3,28-12-2022,26-12-2022,185,204,111,68,59,51
City 3,28-12-2022,26-12-2022,80,71,56,38,30,26
City 3,29-12-2022,26-12-2022,18,18,17,15,14,11
City 3,29-12-2022,26-12-2022,163,162,101,74,64,56
City 3,29-12-2022,26-12-2022,72,71,61,45,40,42
City 3,30-12-2022,26-12-2022,11,13,10,9,7,8
City 3,30-12-2022,26-12-2022,148,135,110,79,72,63
City 3,30-12-2022,26-12-2022,84,79,56,49,48,41
City 3,31-12-2022,26-12-2022,17,13,11,10,7,6
City 3,31-12-2022,26-12-2022,184,181,114,89,78,73
City 3,31-12-2022,26-12-2022,103,88,74,60,53,43
City 3,1/1/23,26-12-2022,15,13,12,11,11,8
City 3,1/1/23,26-12-2022,147,145,100,72,68,74
City 3,1/1/23,26-12-2022,70,70,56,38,33,36
City 3,2/1/23,2/1/23,17,15,13,10,10,9
City 3,2/1/23,2/1/23,156,158,113,75,73,54
City 3,2/1/23,2/1/23,96,95,77,56,57,42
City 3,3/1/23,2/1/23,17,17,18,14,12,7
City 3,3/1/23,2/1/23,150,145,108,73,69,68
City 3,3/1/23,2/1/23,102,97,78,61,50,48
City 3,4/1/23,2/1/23,12,13,6,7,8,8
City 3,4/1/23,2/1/23,131,133,84,68,62,58
City 3,4/1/23,2/1/23,95,93,73,56,47,37
City 3,5/1/23,2/1/23,12,12,10,9,9,13
City 3,5/1/23,2/1/23,182,160,94,72,63,52
City 3,5/1/23,2/1/23,88,85,65,49,47,44
City 3,6/1/23,2/1/23,15,11,8,7,7,8
City 3,6/1/23,2/1/23,145,138,98,75,71,57
City 3,6/1/23,2/1/23,50,50,44,30,30,39
City 3,7/1/23,2/1/23,25,23,21,23,17,6
City 3,7/1/23,2/1/23,179,161,129,98,84,71
City 3,7/1/23,2/1/23,92,87,71,58,55,43
City 3,8/1/23,2/1/23,21,19,19,17,16,18
City 3,8/1/23,2/1/23,195,177,138,104,94,100
City 3,8/1/23,2/1/23,90,88,77,63,57,55
City 3,9/1/23,9/1/23,20,16,14,13,14,11
City 3,9/1/23,9/1/23,161,150,119,87,81,63
City 3,9/1/23,9/1/23,82,77,64,45,42,37
City 3,10/1/23,9/1/23,15,17,14,13,13,11
City 3,10/1/23,9/1/23,133,136,104,66,64,61
City 3,10/1/23,9/1/23,65,67,51,42,37,35
City 3,11/1/23,9/1/23,22,18,17,16,15,12
City 3,11/1/23,9/1/23,120,121,83,52,50,56
City 3,11/1/23,9/1/23,98,90,64,45,41,38
City 3,12/1/23,9/1/23,22,22,13,11,10,10
City 3,12/1/23,9/1/23,154,139,101,69,64,50
City 3,12/1/23,9/1/23,93,79,63,49,45,43
City 3,13-01-2023,9/1/23,15,14,11,11,10,11
City 3,13-01-2023,9/1/23,143,134,92,70,62,65
City 3,13-01-2023,9/1/23,75,72,56,33,31,34
City 3,14-01-2023,9/1/23,25,23,16,13,12,9
City 3,14-01-2023,9/1/23,199,175,117,85,79,62
City 3,14-01-2023,9/1/23,73,65,50,42,39,38
City 3,15-01-2023,9/1/23,38,31,17,16,16,20
City 3,15-01-2023,9/1/23,168,141,115,95,89,83
City 3,15-01-2023,9/1/23,84,76,68,59,51,51
City 3,16-01-2023,16-01-2023,22,21,12,10,8,4
City 3,16-01-2023,16-01-2023,141,136,99,62,55,39
City 3,16-01-2023,16-01-2023,84,87,63,36,34,29
City 3,17-01-2023,16-01-2023,16,15,14,10,8,10
City 3,17-01-2023,16-01-2023,190,183,88,63,56,58
City 3,17-01-2023,16-01-2023,88,65,50,42,38,38
City 3,18-01-2023,16-01-2023,30,23,10,9,11,12
City 3,18-01-2023,16-01-2023,236,221,90,71,63,52
City 3,18-01-2023,16-01-2023,96,79,53,40,34,32
City 3,19-01-2023,16-01-2023,26,24,8,9,8,7
City 3,19-01-2023,16-01-2023,221,204,85,66,59,51
City 3,19-01-2023,16-01-2023,73,72,50,40,34,32
City 3,20-01-2023,16-01-2023,31,32,12,11,7,6
City 3,20-01-2023,16-01-2023,196,187,102,74,67,62
City 3,20-01-2023,16-01-2023,86,68,55,43,39,32
City 3,21-01-2023,16-01-2023,10,8,7,7,8,8
City 3,21-01-2023,16-01-2023,245,226,108,79,75,62
City 3,21-01-2023,16-01-2023,95,89,67,52,48,43
City 3,22-01-2023,16-01-2023,23,23,11,10,9,13
City 3,22-01-2023,16-01-2023,328,303,121,92,78,80
City 3,22-01-2023,16-01-2023,112,101,80,59,51,44
City 3,23-01-2023,23-01-2023,24,23,6,6,6,1
City 3,23-01-2023,23-01-2023,237,220,84,56,57,54
City 3,23-01-2023,23-01-2023,94,95,65,51,45,32
City 3,24-01-2023,23-01-2023,64,58,9,8,7,6
City 3,24-01-2023,23-01-2023,334,318,82,59,51,53
City 3,24-01-2023,23-01-2023,189,178,43,35,32,33
City 3,25-01-2023,23-01-2023,45,44,11,9,8,5
City 3,25-01-2023,23-01-2023,313,317,100,65,54,45
City 3,25-01-2023,23-01-2023,278,261,66,44,41,40
City 3,26-01-2023,23-01-2023,35,31,7,10,11,10
City 3,26-01-2023,23-01-2023,203,196,112,81,76,64
City 3,26-01-2023,23-01-2023,153,149,73,52,45,36
City 3,27-01-2023,23-01-2023,38,31,16,14,9,9
City 3,27-01-2023,23-01-2023,249,239,90,61,53,47
City 3,27-01-2023,23-01-2023,170,165,59,43,36,39
City 3,28-01-2023,23-01-2023,47,44,15,14,13,11
City 3,28-01-2023,23-01-2023,284,283,89,67,59,45
City 3,28-01-2023,23-01-2023,120,121,78,64,50,36
City 3,29-01-2023,23-01-2023,35,29,14,14,12,12
City 3,29-01-2023,23-01-2023,251,220,120,89,75,72
City 3,29-01-2023,23-01-2023,94,79,61,42,37,48
City 3,30-01-2023,30-01-2023,27,26,18,13,9,6
City 3,30-01-2023,30-01-2023,232,205,117,80,74,51
City 3,30-01-2023,30-01-2023,190,180,69,50,40,33
City 3,31-01-2023,30-01-2023,22,22,19,17,16,8
City 3,31-01-2023,30-01-2023,227,216,100,74,70,80
City 3,31-01-2023,30-01-2023,145,142,71,50,42,40
City 3,1/2/23,30-01-2023,20,24,18,17,17,18
City 3,1/2/23,30-01-2023,290,273,111,77,68,56
City 3,1/2/23,30-01-2023,162,156,69,57,50,46
City 3,2/2/23,30-01-2023,12,11,10,10,9,11
City 3,2/2/23,30-01-2023,285,273,112,82,71,73
City 3,2/2/23,30-01-2023,112,115,76,49,43,44
City 3,3/2/23,30-01-2023,31,32,10,9,10,5
City 3,3/2/23,30-01-2023,285,264,108,79,67,61
City 3,3/2/23,30-01-2023,189,178,86,46,36,39
City 3,4/2/23,30-01-2023,39,37,16,13,12,13
City 3,4/2/23,30-01-2023,312,285,112,82,77,63
City 3,4/2/23,30-01-2023,130,121,81,63,59,50
City 3,5/2/23,30-01-2023,44,40,14,9,8,10
City 3,5/2/23,30-01-2023,213,198,114,89,78,80
City 3,5/2/23,30-01-2023,191,176,78,63,58,61
City 3,6/2/23,6/2/23,12,11,11,8,8,9
City 3,6/2/23,6/2/23,194,193,86,55,57,57
City 3,6/2/23,6/2/23,130,123,66,44,44,36
City 3,7/2/23,6/2/23,42,40,9,9,5,6
City 3,7/2/23,6/2/23,292,283,107,67,58,61
City 3,7/2/23,6/2/23,143,126,87,57,47,45
City 3,8/2/23,6/2/23,36,35,9,7,7,5
City 3,8/2/23,6/2/23,396,384,125,75,68,56
City 3,8/2/23,6/2/23,102,96,62,31,27,28
City 3,9/2/23,6/2/23,50,45,14,11,12,11
City 3,9/2/23,6/2/23,313,314,111,71,62,54
City 3,9/2/23,6/2/23,84,81,65,36,33,35
City 3,10/2/23,6/2/23,66,62,13,12,9,4
City 3,10/2/23,6/2/23,215,206,90,66,58,42
City 3,10/2/23,6/2/23,116,118,73,35,31,24
City 3,11/2/23,6/2/23,65,65,20,21,21,18
City 3,11/2/23,6/2/23,282,274,121,85,72,67
City 3,11/2/23,6/2/23,143,147,95,66,58,47
City 3,12/2/23,6/2/23,51,46,9,6,6,11
City 3,12/2/23,6/2/23,399,367,126,91,86,69
City 3,12/2/23,6/2/23,107,106,68,48,44,57
City 3,13-02-2023,13-02-2023,27,22,9,8,7,6
City 3,13-02-2023,13-02-2023,250,233,92,65,64,57
City 3,13-02-2023,13-02-2023,86,82,55,39,30,24
City 3,14-02-2023,13-02-2023,35,26,9,8,8,7
City 3,14-02-2023,13-02-2023,280,259,97,60,55,65
City 3,14-02-2023,13-02-2023,124,121,68,40,36,30
City 3,15-02-2023,13-02-2023,65,59,6,4,5,2
City 3,15-02-2023,13-02-2023,392,336,90,68,58,48
